Reserve,Reserve count (values),Genus_Species,Family,Genus,Species,ssp./var. designation,ssp./var. name,Division,Reserve count (formula),Synonym,Common Name,"Uncertainties in species ID, noted in original flora",Native/Exotic,Habitat (approx),Bloom Time (approx),,,,,,
Landells-Hill Big Creek,2,Carduus tenuiflorus,Asteraceae,Carduus,tenuiflorus,,,Angiosperm,2,,Slender-Flowered Thistle ,,,,,,,,,,
Sagehen Creek,1,Carex abrupta,Cyperaceae,Carex,abrupta,,,Angiosperm,1,,,,,,,,,,,,
Boyd Deep Canyon,1,Carex alma,Cyperaceae,Carex,alma,,,Angiosperm,1,,,,,,,,,,,,
Hastings,2,Carex alma,Cyperaceae,Carex,alma,,,Angiosperm,2,,,,,,,,,,,,
Sweeney Granite Mountains ,3,Carex alma,Cyperaceae,Carex,alma,,,Angiosperm,3,,sturdy sedge,,,,,,,,,,
Sagehen Creek,1,Carex angustata,Cyperaceae,Carex,angustata,,,Angiosperm,1,,,,,,,,,,,,
Angelo Coast Range,1,Carex aquatilis,Cyperaceae,Carex,aquatilis,var.,dives,,1,,,,,,,,,,,,
Sagehen Creek,2,Carex aquatilis,Cyperaceae,Carex,aquatilis,var.,aquatilis,Angiosperm,2,,,,,,,,,,,,
Boyd Deep Canyon,1,Carex athrostachya,Cyperaceae,Carex,athrostachya,,,Angiosperm,1,,,,,,,,,,,,
Sagehen Creek,2,Carex athrostachya,Cyperaceae,Carex,athrostachya,,,Angiosperm,2,,,,,,,,,,,,
Valentine,3,Carex athrostachya,Cyperaceae,Carex,athrostachya,,,Angiosperm,3,,,,,Sierran Upper Montane Forest,,,,,,,
Sagehen Creek,1,Carex aurea,Cyperaceae,Carex,aurea,,,Angiosperm,1,,,,,,,,,,,,
Hastings,1,Carex barbarae,Cyperaceae,Carex,barbarae,,,Angiosperm,1,,,,,,,,,,,,
Quail Ridge,2,Carex barbarae,Cyperaceae,Carex,barbarae,,,Angiosperm,2,,Santa Barbara Sedge  ,,,,,,,,,,
Sedgewick,3,Carex barbarae,Cyperaceae,Carex,barbarae,,,Angiosperm,3,,,,,,,,,,,,
Jepson Prairie,1,Carex barbarea,Cyperaceae,Carex,barbarea,,,Angiosperm,1,,,,,,,,,,,,
Angelo Coast Range,1,Carex bolanderi,Cyperaceae,Carex,bolanderi,,,,1,,,,,,,,,,,,
Boyd Deep Canyon,2,Carex bolanderi,Cyperaceae,Carex,bolanderi,,,Angiosperm,2,,,,,,,,,,,,
Hastings,3,Carex bolanderi,Cyperaceae,Carex,bolanderi,,,Angiosperm,3,,,,,,,,,,,,
Landells-Hill Big Creek,4,Carex bolanderi,Cyperaceae,Carex,bolanderi,,,Angiosperm,4,,Bolander`s Sedge ,,,,,,,,,,
Bodega,1,Carex brevicaulis,Cyperaceae,Carex,brevicaulis,,,Angiosperm,1,,,,native,,,,,,,,
Fort Ord,2,Carex brevicaulis,Cyperaceae,Carex,brevicaulis,,,Angiosperm,2,,Short-stemmed sedge,,,,,,,,,,
McLaughlin,3,Carex brevicaulis,Cyperaceae,Carex,brevicaulis,,,Angiosperm,3,,,,,,,,,,,,
Sagehen Creek,1,Carex capitata,Cyperaceae,Carex,capitata,,,Angiosperm,1,,,,,,,,,,,,
Bodega,1,Carex comosa,Cyperaceae,Carex,comosa,,,Angiosperm,1,,,,native,,,,,,,,
Angelo Coast Range,1,Carex concinnoides,Cyperaceae,Carex,concinnoides,,,,1,,,,,,,,,,,,
Angelo Coast Range,1,Carex densa,Cyperaceae,Carex,densa,,,,1,,,,,,,,,,,,
Blue Oak Ranch,2,Carex densa,Cyperaceae,Carex,densa,,,Angiosperm,2,,,,,,,,,,,,
Hastings,1,Carex deweyana,Cyperaceae,Carex,deweyana,,,Angiosperm,1,,,,,,,,,,,,
Boyd Deep Canyon,1,Carex douglasii,Cyperaceae,Carex,douglasii,,,Angiosperm,1,,,,,,,,,,,,
Sagehen Creek,2,Carex douglasii,Cyperaceae,Carex,douglasii,,,Angiosperm,2,,,,,,,,,,,,
SNARL,3,Carex douglasii,Cyperaceae,Carex,douglasii,,,Angiosperm,3,,,,,see SNARL list (original),,,,,,,
Bodega,1,Carex dudleyi,Cyperaceae,Carex,dudleyi,,,Angiosperm,1,,,,native,,,,,,,,
Sagehen Creek,1,Carex filifolia,Cyperaceae,Carex,filifolia,,,Angiosperm,1,,,,,,,,,,,,
Boyd Deep Canyon,1,Carex fracta,Cyperaceae,Carex,fracta,,,Angiosperm,1,,,,,,,,,,,,
James San Jacinto Mountains,2,Carex fracta,Cyperaceae,Carex,fracta,,,Angiosperm,2,,,,,,,,,,,,
Angelo Coast Range,1,Carex globosa,Cyperaceae,Carex,globosa,,,,1,,,,,,,,,,,,
Hastings,2,Carex globosa,Cyperaceae,Carex,globosa,,,Angiosperm,2,,,,,,,,,,,,
Landells-Hill Big Creek,3,Carex globosa,Cyperaceae,Carex,globosa,,,Angiosperm,3,,,,,,,,,,,,
Angelo Coast Range,1,Carex gynodynama,Cyperaceae,Carex,gynodynama,,,,1,,,,,,,,,,,,
Bodega,1,Carex harfordii,Cyperaceae,Carex,harfordii,,,Angiosperm,1,,,,native,,,,,,,,
Kenneth S Norris Rancho Marino,1,Carex hartfordii,Cyperaceae,Carex,hartfordii,,,Angiosperm,1,,Sedge,,,,,,,,,,
Angelo Coast Range,1,Carex hendersonii,Cyperaceae,Carex,hendersonii,,,,1,,,,,,,,,,,,
Sagehen Creek,1,Carex integra,Cyperaceae,Carex,integra,,,Angiosperm,1,,,,,,,,,,,,
Valentine,2,Carex integra,Cyperaceae,Carex,integra,,,Angiosperm,2,,,,,Seep and Spring Vegetation,,,,,,,
Sagehen Creek,1,Carex jonesii,Cyperaceae,Carex,jonesii,,,Angiosperm,1,,,,,,,,,,,,
Valentine,2,Carex jonesii,Cyperaceae,Carex,jonesii,,,Angiosperm,2,,,,,Meadow Vegetation,,,,,,,
James San Jacinto Mountains,1,Carex lanuginosa,Cyperaceae,Carex,lanuginosa,,,Angiosperm,1,,,,,,,,,,,,
Sagehen Creek,2,Carex lanuginosa,Cyperaceae,Carex,lanuginosa,,,Angiosperm,2,,,,,,,,,,,,
SNARL,3,Carex lanuginosa,Cyperaceae,Carex,lanuginosa,,,Angiosperm,3,,,,,see SNARL list (original),,,,,,,
Angelo Coast Range,1,Carex lenticularis,Cyperaceae,Carex,lenticularis,var.,limnophila,,1,,,,,,,,,,,,
Sedgewick,2,Carex lenticularis,Cyperaceae,Carex,lenticularis,,,Angiosperm,2,,,,,,,,,,,,
Valentine,3,Carex lenticularis,Cyperaceae,Carex,lenticularis,var.,impressa,Angiosperm,3,,,,,Seep and Spring Vegetation,,,,,,,
Sagehen Creek,1,Carex leporinella,Cyperaceae,Carex,leporinella,,,Angiosperm,1,,,,,,,,,,,,
Sagehen Creek,1,Carex mariposana,Cyperaceae,Carex,mariposana,,,Angiosperm,1,,,,,,,,,,,,
McLaughlin,1,Carex mendocinensis,Cyperaceae,Carex,mendocinensis,,,Angiosperm,1,,,,,,,,,,,,
James San Jacinto Mountains,1,Carex microptera,Cyperaceae,Carex,microptera,,,Angiosperm,1,,,,,,,,,,,,
Sagehen Creek,2,Carex microptera,Cyperaceae,Carex,microptera,,,Angiosperm,2,,,,,,,,,,,,
James San Jacinto Mountains,1,Carex multicaulis,Cyperaceae,Carex,multicaulis,,,Angiosperm,1,,,,,,,,,,,,
Sagehen Creek,1,Carex multicostata,Cyperaceae,Carex,multicostata,,,Angiosperm,1,,,,,,,,,,,,
James San Jacinto Mountains,1,Carex nebrascensis,Cyperaceae,Carex,nebrascensis,,,Angiosperm,1,,,,,,,,,,,,
Sagehen Creek,2,Carex nebrascensis,Cyperaceae,Carex,nebrascensis,,,Angiosperm,2,,,,,,,,,,,,
SNARL,3,Carex nebrascensis,Cyperaceae,Carex,nebrascensis,,,Angiosperm,3,,,,,see SNARL list (original),,,,,,,
Angelo Coast Range,1,Carex nudata,Cyperaceae,Carex,nudata,,,,1,,,,,,,,,,,,
Blue Oak Ranch,2,Carex nudata,Cyperaceae,Carex,nudata,,,Angiosperm,2,,,,,,,,,,,,
McLaughlin,3,Carex nudata,Cyperaceae,Carex,nudata,,,Angiosperm,3,,,,,,,,,,,,
Stebbins Cold Canyon,4,Carex nudata,Cyperaceae,Carex,nudata,,,Angiosperm,4,,Torrent sedge,,,"Common, streambanks",,,,,,,
Landells-Hill Big Creek,1,Carex obispoensis,Cyperaceae,Carex,obispoensis,,,Angiosperm,1,,San Luis Sedge,,,,,,,,,,
Bodega,1,Carex obnupta,Cyperaceae,Carex,obnupta,,,Angiosperm,1,,,,native,,,,,,,,
Younger Lagoon,2,Carex obnupta,Cyperaceae,Carex,obnupta,,,Angiosperm,2,,Slough Sedge  ,,,,,,,,,,
Bodega,1,Carex ovalis,Cyperaceae,Carex,ovalis,,,Angiosperm,1,,,,native ,,,,,,,,
McLaughlin,2,Carex ovalis,Cyperaceae,Carex,ovalis,,,Angiosperm,2,,,,,,,,,,,,
Sagehen Creek,1,Carex pachystachya,Cyperaceae,Carex,pachystachya,,,Angiosperm,1,,,,,,,,,,,,
Blue Oak Ranch,1,Carex praegracilis,Cyperaceae,Carex,praegracilis,,,Angiosperm,1,,,,,,,,,,,,
Carpinteria Salt Marsh,2,Carex praegracilis,Cyperaceae,Carex,praegracilis,,,Angiosperms,2,,Common Sedge    ,,,,,,,,,,
Jepson Prairie,3,Carex praegracilis,Cyperaceae,Carex,praegracilis,,,Angiosperm,3,,,,,,,,,,,,
Sedgewick,4,Carex praegracilis,Cyperaceae,Carex,praegracilis,,,Angiosperm,4,,,,,,,,,,,,
Sagehen Creek,1,Carex scopulorum,Cyperaceae,Carex,scopulorum,,,Angiosperm,1,,,,,,,,,,,,
Boyd Deep Canyon,1,Carex senta,Cyperaceae,Carex,senta,,,Angiosperm,1,,,,,,,,,,,,
Sedgewick,2,Carex senta,Cyperaceae,Carex,senta,,,Angiosperm,2,,,,,,,,,,,,
Stunt Ranch Santa Monica Mountains,3,Carex senta,Cyperaceae,Carex,senta,,,Angiosperm,3,,,,,,,,,,,,
Blue Oak Ranch,1,Carex serratodens,Cyperaceae,Carex,serratodens,,,Angiosperm,1,,,,,,,,,,,,
Hastings,2,Carex serratodens,Cyperaceae,Carex,serratodens,,,Angiosperm,2,,,,,,,,,,,,
McLaughlin,3,Carex serratodens,Cyperaceae,Carex,serratodens,,,Angiosperm,3,,,,,,,,,,,,
Sedgewick,4,Carex serratodens,Cyperaceae,Carex,serratodens,,,Angiosperm,4,,,,,,,,,,,,
Sagehen Creek,1,Carex simulata,Cyperaceae,Carex,simulata,,,Angiosperm,1,,,,,,,,,,,,
Elliot Chaparral,1,Carex sp.,Cyperaceae,Carex,sp.,,,Angiosperm,1,,,,,,,,,,,,
Landells-Hill Big Creek,2,Carex sp.,Cyperaceae,Carex,sp.,,,Angiosperm,2,,,,,,,,,,,,
Kenneth S Norris Rancho Marino,3,Carex sp.,Cyperaceae,Carex,sp.,,,Angiosperm,3,,Sedge,,,,,,,,,,
Dawson Los Monos Canyon,1,Carex spissa,Cyperaceae,Carex,spissa,,,Angiosperm,1,,,,,,,,,,,,
McLaughlin,1,Carex stipata,Cyperaceae,Carex,stipata,var.,stipata,Angiosperm,1,,,,,,,,,,,,
Bodega,1,Carex subbracteata,Cyperaceae,Carex,subbracteata,,,Angiosperm,1,,,,native,,,,,,,,
Angelo Coast Range,1,Carex subfusca,Cyperaceae,Carex,subfusca,,,,1,,,,,,,,,,,,
Boyd Deep Canyon,2,Carex subfusca,Cyperaceae,Carex,subfusca,,,Angiosperm,2,,,,,,,,,,,,
Sagehen Creek,3,Carex subfusca,Cyperaceae,Carex,subfusca,,,Angiosperm,3,,,,,,,,,,,,
Dawson Los Monos Canyon,1,Carex teneraeformis,Cyperaceae,Carex,teneraeformis,,,Angiosperm,1,,,,,,,,,,,,
Elliot Chaparral,1,Carex triquetra,Cyperaceae,Carex,triquetra,,,Angiosperm,1,,,,,,,,,,,,
Angelo Coast Range,1,Carex tumulicola,Cyperaceae,Carex,tumulicola,,,,1,,,,,,,,,,,,
Bodega,2,Carex tumulicola,Cyperaceae,Carex,tumulicola,,,Angiosperm,2,,,,native,,,,,,,,
Angelo Coast Range,1,Carex unilateralis,Cyperaceae,Carex,unilateralis,,,,1,,,,,,,,,,,,
Sagehen Creek,1,Carex utriculata,Cyperaceae,Carex,utriculata,,,Angiosperm,1,,,,,,,,,,,,
SNARL,2,Carex utriculata,Cyperaceae,Carex,utriculata,,,Angiosperm,2,,,,,see SNARL list (original),,,,,,,
Angelo Coast Range,1,Carex vesicaria,Cyperaceae,Carex,vesicaria,,,,1,,,,,,,,,,,,
Sagehen Creek,2,Carex vesicaria,Cyperaceae,Carex,vesicaria,var.,vesicaria,Angiosperm,2,,,,,,,,,,,,
Landells-Hill Big Creek,1,Carpobrotus aequilaterus,Aizoaceae,Carpobrotus,aequilaterus,,,Angiosperm,1,,Sea Fig ,,,,,,,,,,
Scripps Coastal,2,Carpobrotus aequilaterus,Aizoaceae,Carpobrotus,aequilaterus,,,Angiosperm,2,,,,,,,,,,,,
Fort Ord,1,Carpobrotus chilense,Aceraceae,Carpobrotus,chilense,,,Angiosperm,1,,Sea fig,,Exotic,,,,,,,,
Bodega,1,Carpobrotus chilensis,Aizoaceae,Carpobrotus,chilensis,,,Angiosperm,1,,"Sea fig, Ice plant",,introduced,,,,,,,,
Carpinteria Salt Marsh,2,Carpobrotus chilensis,Aizoaceae,Carpobrotus,chilensis,,,Angiosperms,2,,Sea Fig    ,,,,,,,,,,
Kendall-Frost Mission Bay Marsh,3,Carpobrotus chilensis,Aizoaceae,Carpobrotus,chilensis,,,Angiosperm,3,,,,,,,,,,,,
Kenneth S Norris Rancho Marino,4,Carpobrotus chilensis,Aizoaceae,Carpobrotus,chilensis,,,Angiosperm,4,,"Iceplant, Sea Fig, Fig-Marigold",,,,,,,,,,
Bodega,1,Carpobrotus edulis,Aizoaceae,Carpobrotus,edulis,,,Angiosperm,1,,"Ice plant, Hottentot fig",,introduced,,,,,,,,
Carpinteria Salt Marsh,2,Carpobrotus edulis,Aizoaceae,Carpobrotus,edulis,,,Angiosperms,2,,Hottentot Fig    ,,,,,,,,,,
Fort Ord,3,Carpobrotus edulis,Aceraceae,Carpobrotus,edulis,,,Angiosperm,3,,Hottentot fig,,Exotic,,,,,,,,
Kendall-Frost Mission Bay Marsh,4,Carpobrotus edulis,Aizoaceae,Carpobrotus,edulis,,,Angiosperm,4,,,,,,,,,,,,
Kenneth S Norris Rancho Marino,5,Carpobrotus edulis,Aizoaceae,Carpobrotus,edulis,,,Angiosperm,5,,"Iceplant, Sea Fig, Fig-Marigold",,,,,,,,,,
Scripps Coastal,6,Carpobrotus edulis,Aizoaceae,Carpobrotus,edulis,,,Angiosperm,6,,,,,,,,,,,,
Chickering American River,1,Cassiope mertensiana,Ericaceae,Cassiope,mertensiana,,,Angiosperm,1,,,,,,,,,,,,
Chickering American River,2,Cassiope mertensiana,Ericaceae,Cassiope,mertensiana,,,Angiosperm,2,,,,,,,,,,,,
Blue Oak Ranch,1,Castilleja affinis,Scrophulariaceae  ,Castilleja,affinis,ssp.,affinis,Angiosperm,1,,,,,,,,,,,,
Dawson Los Monos Canyon,2,Castilleja affinis,Scrophulariaceae  ,Castilleja,affinis,,,Angiosperm,2,,,,,,,,,,,,
Fort Ord,3,Castilleja affinis,Scrophulariaceae  ,Castilleja,affinis,ssp.,Affinis,Angiosperm,3,,Coast paint-brush,,,,,,,,,,
Hastings,4,Castilleja affinis,Scrophulariaceae  ,Castilleja,affinis,,,Angiosperm,4,,,,,,,,,,,,
Landells-Hill Big Creek,5,Castilleja affinis,Scrophulariaceae  ,Castilleja,affinis,var.,affinis,Angiosperm,5,,,,,,,,,,,,
McLaughlin,6,Castilleja affinis,Scrophulariaceae  ,Castilleja,affinis,ssp.,affinis,Angiosperm,6,,,,,,,,,,,,
Quail Ridge,7,Castilleja affinis,Scrophulariaceae  ,Castilleja,affinis,,,Angiosperm,7,,Coast paintbrush   ,,,,,,,,,,
Kenneth S Norris Rancho Marino,8,Castilleja affinis,Scrophulariaceae  ,Castilleja,affinis,,,Angiosperm,8,,Common Indian Paintbrush,,,,,,,,,,
Scripps Coastal,9,Castilleja affinis,Scrophulariaceae  ,Castilleja,affinis,,,Angiosperm,9,,,,,,,,,,,,
Scripps Coastal,10,Castilleja affinis,Scrophulariaceae  ,Castilleja,affinis,ssp.,affinis,Angiosperm,10,,,,,,,,,,,,
Sedgewick,11,Castilleja affinis,Scrophulariaceae  ,Castilleja,affinis,,,Angiosperm,11,,,,,,,,,,,,
Stebbins Cold Canyon,1,Castilleja affinis ,Scrophulariaceae  ,Castilleja,affinis ,,,Angiosperm,1,,Coast paintbrush,,,Dry places in chaparral,April-May,,,,,,
SNARL,1,Castilleja angustifolia,Scrophulariaceae  ,Castilleja,angustifolia,,,Angiosperm,1,,,,,see SNARL list (original),,,,,,,
Sweeney Granite Mountains ,2,Castilleja angustifolia,Scrophulariaceae  ,Castilleja,angustifolia,,,Angiosperm,2,C. chromosa,desert indian paintbrush,,,,,,,,,,
Angelo Coast Range,1,Castilleja applegatei,Scrophulariaceae  ,Castilleja,applegatei,,,,1,,,,,,,,,,,,
Boyd Deep Canyon,2,Castilleja applegatei,Scrophulariaceae  ,Castilleja,applegatei,ssp.,martinii,Angiosperm,2,C. martinii,,,,,,,,,,,
Chickering American River,3,Castilleja applegatei,Scrophulariaceae  ,Castilleja,applegatei,,,Angiosperm,3,,,,,,,,,,,,
James San Jacinto Mountains,4,Castilleja applegatei,Scrophulariaceae  ,Castilleja,applegatei,,martinii,Angiosperm,4,,,,,,,,,,,,
Stebbins Cold Canyon,5,Castilleja applegatei,Scrophulariaceae  ,Castilleja,applegatei,ssp.,martinii,Angiosperm,5,,Martin's Indian paintbrush,,,"Dry, open scrub slopes",May-September,,,,,,
Valentine,6,Castilleja applegatei,Scrophulariaceae  ,Castilleja,applegatei,ssp.,pinetorum,Angiosperm,6,,,,,Great Basin Sagebrush Vegetation,,,,,,,
Angelo Coast Range,1,Castilleja attenuata,Scrophulariaceae  ,Castilleja,attenuata,,,,1,,,,,,,,,,,,
Blue Oak Ranch,2,Castilleja attenuata,Scrophulariaceae  ,Castilleja,attenuata,,,Angiosperm,2,,,,,,,,,,,,
Hastings,3,Castilleja attenuata,Scrophulariaceae  ,Castilleja,attenuata,,,Angiosperm,3,,,,,,,,,,,,
Jepson Prairie,4,Castilleja attenuata,Scrophulariaceae  ,Castilleja,attenuata,,,Angiosperm,4,,,,,,,,,,,,
McLaughlin,5,Castilleja attenuata,Scrophulariaceae  ,Castilleja,attenuata,,,Angiosperm,5,,,,,,,,,,,,
Quail Ridge,6,Castilleja attenuata,Scrophulariaceae  ,Castilleja,attenuata,,,Angiosperm,6,,Valley tassels   ,,,,,,,,,,
Sedgewick,7,Castilleja attenuata,Scrophulariaceae  ,Castilleja,attenuata,,,Angiosperm,7,,,,,,,,,,,,
Stebbins Cold Canyon,8,Castilleja attenuata,Scrophulariaceae  ,Castilleja,attenuata,,,Angiosperm,8,,Valley tassels,,,Grassland,March-May,,,,,,
Jepson Prairie,1,Castilleja campestris,Scrophulariaceae  ,Castilleja,campestris,ssp.,campestris,Angiosperm,1,,,,,,,,,,,,
Blue Oak Ranch,1,Castilleja densiflora,Scrophulariaceae  ,Castilleja,densiflora,ssp.,densiflora,Angiosperm,1,,,,,,,,,,,,
Coal Oil Point,2,Castilleja densiflora,Scrophulariaceae  ,Castilleja,densiflora,ssp.,Densiflora,Angiosperm,2,,Owl's clover,,,,,,,,,,
Dawson Los Monos Canyon,3,Castilleja densiflora,Scrophulariaceae  ,Castilleja,densiflora,ssp.,gracilis,Angiosperm,3,,,,,,,,,,,,
Elliot Chaparral,4,Castilleja densiflora,Scrophulariaceae  ,Castilleja,densiflora,ssp.,gracilis,Angiosperm,4,,,,,,,,,,,,
Fort Ord,5,Castilleja densiflora,Scrophulariaceae  ,Castilleja,densiflora,ssp.,Densiflora,Angiosperm,5,,Owl's clover,,,,,,,,,,
Hastings,6,Castilleja densiflora,Scrophulariaceae  ,Castilleja,densiflora,,,Angiosperm,6,,,,,,,,,,,,
McLaughlin,7,Castilleja densiflora,Scrophulariaceae  ,Castilleja,densiflora,,,Angiosperm,7,,,,,,,,,,,,
Kenneth S Norris Rancho Marino,8,Castilleja densiflora,Scrophulariaceae  ,Castilleja,densiflora,,,Angiosperm,8,,Obispo owl clover,,,,,,,,,,
Blue Oak Ranch,1,Castilleja exserta,Scrophulariaceae  ,Castilleja,exserta,ssp.,exserta,Angiosperm,1,,,,,,,,,,,,
Dawson Los Monos Canyon,2,Castilleja exserta,Scrophulariaceae  ,Castilleja,exserta,ssp.,exserta,Angiosperm,2,,,,,,,,,,,,
Hastings,3,Castilleja exserta,Scrophulariaceae  ,Castilleja,exserta,,,Angiosperm,3,,,,,,,,,,,,
Jepson Prairie,4,Castilleja exserta,Scrophulariaceae  ,Castilleja,exserta,ssp.,exserta,Angiosperm,4,,,,,,,,,,,,
McLaughlin,5,Castilleja exserta,Scrophulariaceae  ,Castilleja,exserta,ssp.,exserta,Angiosperm,5,,,,,,,,,,,,
Motte Rimrock,6,Castilleja exserta,Scrophulariaceae  ,Castilleja,exserta,,,Angiosperm,6,,Purple Owl'S Clover,,,,,,,,,,
Kenneth S Norris Rancho Marino,7,Castilleja exserta,Scrophulariaceae  ,Castilleja,exserta,,,Angiosperm,7,,Purple owl clover,,,,,,,,,,
Scripps Coastal,8,Castilleja exserta,Scrophulariaceae  ,Castilleja,exserta,ssp.,exserta,Angiosperm,8,,,,,,,,,,,,
Sedgewick,9,Castilleja exserta,Scrophulariaceae  ,Castilleja,exserta,ssp.,exserta,Angiosperm,9,,,,,,,,,,,,
Stebbins Cold Canyon,10,Castilleja exserta,Scrophulariaceae  ,Castilleja,exserta,,,Angiosperm,10,,Purple owl's-clover,,,"Open fields, grassland",March-May,,,,,,
Stunt Ranch Santa Monica Mountains,11,Castilleja exserta,Scrophulariaceae  ,Castilleja,exserta,ssp.,exserta,Angiosperm,11,Orthocarpus purpurascens var. purpurascens,,,,,,,,,,,
Burns Pinon Ridge,1,Castilleja foliolosa,Scrophulariaceae  ,Castilleja,foliolosa,,,Angiosperm,1,,,,,,,,,,,,
Fort Ord,2,Castilleja foliolosa,Scrophulariaceae  ,Castilleja,foliolosa,,,Angiosperm,2,,Woolly Indian paint-brush,,,,,,,,,,
Hastings,3,Castilleja foliolosa,Scrophulariaceae  ,Castilleja,foliolosa,,,Angiosperm,3,,,,,,,,,,,,
Landells-Hill Big Creek,4,Castilleja foliolosa,Scrophulariaceae  ,Castilleja,foliolosa,,,Angiosperm,4,,Woolly Painted Cup ,,,,,,,,,,
McLaughlin,5,Castilleja foliolosa,Scrophulariaceae  ,Castilleja,foliolosa,,,Angiosperm,5,,,,,,,,,,,,
Scripps Coastal,6,Castilleja foliolosa,Scrophulariaceae  ,Castilleja,foliolosa,,,Angiosperm,6,,,,,,,,,,,,
Sedgewick,7,Castilleja foliolosa,Scrophulariaceae  ,Castilleja,foliolosa,,,Angiosperm,7,,,,,,,,,,,,
Stebbins Cold Canyon,8,Castilleja foliolosa,Scrophulariaceae  ,Castilleja,foliolosa,,,Angiosperm,8,,Woolly paintbrush,,,"Dry open, rocky areas, chaparral",March-June,,,,,,
Boyd Deep Canyon,1,Castilleja foliosa,Scrophulariaceae  ,Castilleja,foliosa,,,Angiosperm,1,,,,,,,,,,,,
Santa Cruz Island,1,Castilleja lanata,Scrophulariaceae  ,Castilleja,lanata,ssp.,hololeuca,Angiosperm,1,,Island Paintbrush   ,,Endemic,,,,,,,,
Chickering American River,1,Castilleja lemmonii,Scrophulariaceae  ,Castilleja,lemmonii,,,Angiosperm,1,,,,,,,,,,,,
Sweeney Granite Mountains ,1,Castilleja linariifolia,Scrophulariaceae  ,Castilleja,linariifolia,,,Angiosperm,1,,linear-leaved paintbrush,,,,,,,,,,
Chickering American River,1,Castilleja miniata,Scrophulariaceae  ,Castilleja,miniata,,,Angiosperm,1,,,,,,,,,,,,
SNARL,2,Castilleja miniata,Scrophulariaceae  ,Castilleja,miniata,ssp.,miniata,Angiosperm,2,,,,,see SNARL list (original),,,,,,,
Valentine,3,Castilleja miniata,Scrophulariaceae  ,Castilleja,miniata,ssp.,miniata,Angiosperm,3,,,,,Seep and Spring Vegetation,,,,,,,
Boyd Deep Canyon,1,Castilleja minor,Scrophulariaceae  ,Castilleja,minor,ssp.,spiralis,Angiosperm,1,C. stenantha,,,,,,,,,,,
James San Jacinto Mountains,2,Castilleja minor,Scrophulariaceae  ,Castilleja,minor,,spiralis,Angiosperm,2,,,,,,,,,,,,
Chickering American River,1,Castilleja nana,Scrophulariaceae  ,Castilleja,nana,,,Angiosperm,1,,,,,,,,,,,,
Chickering American River,1,Castilleja piersonii,Scrophulariaceae  ,Castilleja,piersonii,,,Angiosperm,1,,,,,,,,,,,,
Chickering American River,1,Castilleja pilosa,Scrophulariaceae  ,Castilleja,pilosa,,,Angiosperm,1,,,,,,,,,,,,
Chickering American River,1,Castilleja pruinosa,Scrophulariaceae  ,Castilleja,pruinosa,,,Angiosperm,1,,,,,,,,,,,,
McLaughlin,1,Castilleja rubicundula,Scrophulariaceae  ,Castilleja,rubicundula,ssp.,rubicundula,Angiosperm,1,,,,,,,,,,,,
McLaughlin,2,Castilleja rubicundula,Scrophulariaceae  ,Castilleja,rubicundula,ssp.,lithospermoides,Angiosperm,2,,,,,,,,,,,,
Angelo Coast Range,1,Castilleja tenuis,Scrophulariaceae  ,Castilleja,tenuis,,,,1,,,,,,,,,,,,
Sagehen Creek,2,Castilleja tenuis,Scrophulariaceae  ,Castilleja,tenuis,,,Angiosperm,2,,,,,,,,,,,,
Bodega,1,Castilleja wightii,Scrophulariaceae  ,Castilleja,wightii,,,Angiosperm,1,,Paint brush,,native,,,,,,,,
Boyd Deep Canyon,1,Caulanthus amplexicaulis,Brassicaceae,Caulanthus,amplexicaulis,var.,amplexicaulis,Angiosperm,1,,,,,,,,,,,,
Sedgewick,2,Caulanthus amplexicaulis,Brassicaceae,Caulanthus,amplexicaulis,var.,barbarae,Angiosperm,2,,,,,,,,,,,,
Burns Pinon Ridge,1,Caulanthus cooperi,Brassicaceae,Caulanthus,cooperi,,,Angiosperm,1,,,,,,,,,,,,
Sweeney Granite Mountains ,2,Caulanthus cooperi,Brassicaceae,Caulanthus,cooperi,,,Angiosperm,2,,Cooper's caulanthus,,,,,,,,,,
Boyd Deep Canyon,1,Caulanthus cooperi ,Brassicaceae,Caulanthus,cooperi ,,,Angiosperm,1,,,,,,,,,,,,
Boyd Deep Canyon,1,Caulanthus hallii,Brassicaceae,Caulanthus,hallii,,,Angiosperm,1,,,,,,,,,,,,
Dawson Los Monos Canyon,1,Caulanthus heterophyllus,Brassicaceae,Caulanthus,heterophyllus,,,Angiosperm,1,,,,,,,,,,,,
Elliot Chaparral,2,Caulanthus heterophyllus,Brassicaceae,Caulanthus,heterophyllus,,,Angiosperm,2,,,,,,,,,,,,
Elliot Chaparral,3,Caulanthus heterophyllus,Brassicaceae,Caulanthus,heterophyllus,var.,pseudosimulans,Angiosperm,3,,,,,,,,,,,,
Landells-Hill Big Creek,1,Caulanthus lasiophyllus,Brassicaceae,Caulanthus,lasiophyllus,,,Angiosperm,1,,Cut-Leaved ,,,,,,,,,,
SNARL,1,Caulanthus pilosus,Brassicaceae,Caulanthus,pilosus,,,Angiosperm,1,,,,,see SNARL list (original),,,,,,,
Boyd Deep Canyon,1,Caulanthus simulans,Brassicaceae,Caulanthus,simulans,,,Angiosperm,1,,,,,,,,,,,,
